FIPS,Code,Name,Type,Year,Population,Median Household Income,Population Source,Median Household Income Source
18,IN,Indiana,state,2013,6567484,47529,"U.S. Census Bureau, 2013 Population Estimate","U.S. Census Bureau, 2013 American Community Survey 1-Year Estimates"
19,IA,Iowa,state,2013,3089876,52229,"U.S. Census Bureau, 2013 Population Estimate","U.S. Census Bureau, 2013 American Community Survey 1-Year Estimates"
20,KS,Kansas,state,2013,2892900,50972,"U.S. Census Bureau, 2013 Population Estimate","U.S. Census Bureau, 2013 American Community Survey 1-Year Estimates"
21,KY,Kentucky,state,2013,4399121,43399,"U.S. Census Bureau, 2013 Population Estimate","U.S. Census Bureau, 2013 American Community Survey 1-Year Estimates"
22,LA,Louisiana,state,2013,4626795,44164,"U.S. Census Bureau, 2013 Population Estimate","U.S. Census Bureau, 2013 American Community Survey 1-Year Estimates"
23,ME,Maine,state,2013,1327975,46974,"U.S. Census Bureau, 2013 Population Estimate","U.S. Census Bureau, 2013 American Community Survey 1-Year Estimates"
24,MD,Maryland,state,2013,5932654,72483,"U.S. Census Bureau, 2013 Population Estimate","U.S. Census Bureau, 2013 American Community Survey 1-Year Estimates"
25,MA,Massachusetts,state,2013,6711138,66768,"U.S. Census Bureau, 2013 Population Estimate","U.S. Census Bureau, 2013 American Community Survey 1-Year Estimates"
26,MI,Michigan,state,2013,9899219,48273,"U.S. Census Bureau, 2013 Population Estimate","U.S. Census Bureau, 2013 American Community Survey 1-Year Estimates"
27,MN,Minnesota,state,2013,5416074,60702,"U.S. Census Bureau, 2013 Population Estimate","U.S. Census Bureau, 2013 American Community Survey 1-Year Estimates"
28,MS,Mississippi,state,2013,2987721,37963,"U.S. Census Bureau, 2013 Population Estimate","U.S. Census Bureau, 2013 American Community Survey 1-Year Estimates"
29,MO,Missouri,state,2013,6041142,46931,"U.S. Census Bureau, 2013 Population Estimate","U.S. Census Bureau, 2013 American Community Survey 1-Year Estimates"
30,MT,Montana,state,2013,1011921,46972,"U.S. Census Bureau, 2013 Population Estimate","U.S. Census Bureau, 2013 American Community Survey 1-Year Estimates"
31,NE,Nebraska,state,2013,1867414,51440,"U.S. Census Bureau, 2013 Population Estimate","U.S. Census Bureau, 2013 American Community Survey 1-Year Estimates"
32,NV,Nevada,state,2013,2786547,51230,"U.S. Census Bureau, 2013 Population Estimate","U.S. Census Bureau, 2013 American Community Survey 1-Year Estimates"
33,NH,New Hampshire,state,2013,1322622,64230,"U.S. Census Bureau, 2013 Population Estimate","U.S. Census Bureau, 2013 American Community Survey 1-Year Estimates"
34,NJ,New Jersey,state,2013,8913735,70165,"U.S. Census Bureau, 2013 Population Estimate","U.S. Census Bureau, 2013 American Community Survey 1-Year Estimates"
35,NM,New Mexico,state,2013,2085161,43872,"U.S. Census Bureau, 2013 Population Estimate","U.S. Census Bureau, 2013 American Community Survey 1-Year Estimates"
36,NY,New York,state,2013,19712514,57369,"U.S. Census Bureau, 2013 Population Estimate","U.S. Census Bureau, 2013 American Community Survey 1-Year Estimates"
37,NC,North Carolina,state,2013,9849812,45906,"U.S. Census Bureau, 2013 Population Estimate","U.S. Census Bureau, 2013 American Community Survey 1-Year Estimates"
38,ND,North Dakota,state,2013,722908,55759,"U.S. Census Bureau, 2013 Population Estimate","U.S. Census Bureau, 2013 American Community Survey 1-Year Estimates"
39,OH,Ohio,state,2013,11567845,48081,"U.S. Census Bureau, 2013 Population Estimate","U.S. Census Bureau, 2013 American Community Survey 1-Year Estimates"
40,OK,Oklahoma,state,2013,3849840,45690,"U.S. Census Bureau, 2013 Population Estimate","U.S. Census Bureau, 2013 American Community Survey 1-Year Estimates"
41,OR,Oregon,state,2013,3919664,50251,"U.S. Census Bureau, 2013 Population Estimate","U.S. Census Bureau, 2013 American Community Survey 1-Year Estimates"
42,PA,Pennsylvania,state,2013,12778450,52007,"U.S. Census Bureau, 2013 Population Estimate","U.S. Census Bureau, 2013 American Community Survey 1-Year Estimates"
44,RI,Rhode Island,state,2013,1052784,55902,"U.S. Census Bureau, 2013 Population Estimate","U.S. Census Bureau, 2013 American Community Survey 1-Year Estimates"
45,SC,South Carolina,state,2013,4765862,44163,"U.S. Census Bureau, 2013 Population Estimate","U.S. Census Bureau, 2013 American Community Survey 1-Year Estimates"
46,SD,South Dakota,state,2013,842513,48947,"U.S. Census Bureau, 2013 Population Estimate","U.S. Census Bureau, 2013 American Community Survey 1-Year Estimates"
47,TN,Tennessee,state,2013,6490795,44297,"U.S. Census Bureau, 2013 Population Estimate","U.S. Census Bureau, 2013 American Community Survey 1-Year Estimates"
48,TX,Texas,state,2013,26479279,51704,"U.S. Census Bureau, 2013 Population Estimate","U.S. Census Bureau, 2013 American Community Survey 1-Year Estimates"
49,UT,Utah,state,2013,2899961,59770,"U.S. Census Bureau, 2013 Population Estimate","U.S. Census Bureau, 2013 American Community Survey 1-Year Estimates"
50,VT,Vermont,state,2013,626044,52578,"U.S. Census Bureau, 2013 Population Estimate","U.S. Census Bureau, 2013 American Community Survey 1-Year Estimates"
51,VA,Virginia,state,2013,8261689,62666,"U.S. Census Bureau, 2013 Population Estimate","U.S. Census Bureau, 2013 American Community Survey 1-Year Estimates"
53,WA,Washington,state,2013,6963410,58405,"U.S. Census Bureau, 2013 Population Estimate","U.S. Census Bureau, 2013 American Community Survey 1-Year Estimates"
54,WV,West Virginia,state,2013,1852333,41253,"U.S. Census Bureau, 2013 Population Estimate","U.S. Census Bureau, 2013 American Community Survey 1-Year Estimates"
55,WI,Wisconsin,state,2013,5736673,51467,"U.S. Census Bureau, 2013 Population Estimate","U.S. Census Bureau, 2013 American Community Survey 1-Year Estimates"
56,WY,Wyoming,state,2013,582341,58752,"U.S. Census Bureau, 2013 Population Estimate","U.S. Census Bureau, 2013 American Community Survey 1-Year Estimates"
60,AS,American Samoa,territory,2013,55519,23892,"U.S. Census Bureau, 2010 Census","U.S. Census Bureau, 2010 Census"
66,GU,Guam,territory,2013,159358,48274,"U.S. Census Bureau, 2010 Census","U.S. Census Bureau, 2010 Census"
69,MP,Northern Mariana Islands,territory,2013,53883,19958,"U.S. Census Bureau, 2010 Census","U.S. Census Bureau, 2010 Census"
72,PR,Puerto Rico,territory,2013,3593077,19183,"U.S. Census Bureau, 2013 Population Estimate","U.S. Census Bureau, 2013 American Community Survey 1-Year Estimates"
78,VI,U.S. Virgin Islands,territory,2013,106405,37254,"U.S. Census Bureau, 2010 Census","U.S. Census Bureau, 2010 Census"
1,AL,Alabama,state,2014,4840037,42830,"U.S. Census Bureau, 2014 Population Estimate","U.S. Census Bureau, 2014 American Community Survey 1-Year Estimates"
2,AK,Alaska,state,2014,736759,71583,"U.S. Census Bureau, 2014 Population Estimate","U.S. Census Bureau, 2014 American Community Survey 1-Year Estimates"
4,AZ,Arizona,state,2014,6706435,50068,"U.S. Census Bureau, 2014 Population Estimate","U.S. Census Bureau, 2014 American Community Survey 1-Year Estimates"
5,AR,Arkansas,state,2014,2964800,41262,"U.S. Census Bureau, 2014 Population Estimate","U.S. Census Bureau, 2014 American Community Survey 1-Year Estimates"
6,CA,California,state,2014,38701278,61933,"U.S. Census Bureau, 2014 Population Estimate","U.S. Census Bureau, 2014 American Community Survey 1-Year Estimates"
8,CO,Colorado,state,2014,5342311,61303,"U.S. Census Bureau, 2014 Population Estimate","U.S. Census Bureau, 2014 American Community Survey 1-Year Estimates"
9,CT,Connecticut,state,2014,3600188,70048,"U.S. Census Bureau, 2014 Population Estimate","U.S. Census Bureau, 2014 American Community Survey 1-Year Estimates"
10,DE,Delaware,state,2014,934805,59716,"U.S. Census Bureau, 2014 Population Estimate","U.S. Census Bureau, 2014 American Community Survey 1-Year Estimates"
11,DC,District of Columbia,district,2014,660797,71648,"U.S. Census Bureau, 2014 Population Estimate","U.S. Census Bureau, 2014 American Community Survey 1-Year Estimates"
12,FL,Florida,state,2014,19897747,47463,"U.S. Census Bureau, 2014 Population Estimate","U.S. Census Bureau, 2014 American Community Survey 1-Year Estimates"
13,GA,Georgia,state,2014,10083850,49321,"U.S. Census Bureau, 2014 Population Estimate","U.S. Census Bureau, 2014 American Community Survey 1-Year Estimates"
15,HI,Hawaii,state,2014,1417710,69592,"U.S. Census Bureau, 2014 Population Estimate","U.S. Census Bureau, 2014 American Community Survey 1-Year Estimates"
16,ID,Idaho,state,2014,1630391,47861,"U.S. Census Bureau, 2014 Population Estimate","U.S. Census Bureau, 2014 American Community Survey 1-Year Estimates"
17,IL,Illinois,state,2014,12882438,57444,"U.S. Census Bureau, 2014 Population Estimate","U.S. Census Bureau, 2014 American Community Survey 1-Year Estimates"
18,IN,Indiana,state,2014,6593182,49446,"U.S. Census Bureau, 2014 Population Estimate","U.S. Census Bureau, 2014 American Community Survey 1-Year Estimates"
19,IA,Iowa,state,2014,3105563,53712,"U.S. Census Bureau, 2014 Population Estimate","U.S. Census Bureau, 2014 American Community Survey 1-Year Estimates"
20,KS,Kansas,state,2014,2899553,52504,"U.S. Census Bureau, 2014 Population Estimate","U.S. Census Bureau, 2014 American Community Survey 1-Year Estimates"
21,KY,Kentucky,state,2014,4410415,42958,"U.S. Census Bureau, 2014 Population Estimate","U.S. Census Bureau, 2014 American Community Survey 1-Year Estimates"
22,LA,Louisiana,state,2014,4648797,44555,"U.S. Census Bureau, 2014 Population Estimate","U.S. Census Bureau, 2014 American Community Survey 1-Year Estimates"
23,ME,Maine,state,2014,1328903,49462,"U.S. Census Bureau, 2014 Population Estimate","U.S. Census Bureau, 2014 American Community Survey 1-Year Estimates"
24,MD,Maryland,state,2014,5970245,73971,"U.S. Census Bureau, 2014 Population Estimate","U.S. Census Bureau, 2014 American Community Survey 1-Year Estimates"
25,MA,Massachusetts,state,2014,6757925,69160,"U.S. Census Bureau, 2014 Population Estimate","U.S. Census Bureau, 2014 American Community Survey 1-Year Estimates"
26,MI,Michigan,state,2014,9914675,49847,"U.S. Census Bureau, 2014 Population Estimate","U.S. Census Bureau, 2014 American Community Survey 1-Year Estimates"
27,MN,Minnesota,state,2014,5452649,61481,"U.S. Census Bureau, 2014 Population Estimate","U.S. Census Bureau, 2014 American Community Survey 1-Year Estimates"
28,MS,Mississippi,state,2014,2988578,39680,"U.S. Census Bureau, 2014 Population Estimate","U.S. Census Bureau, 2014 American Community Survey 1-Year Estimates"
29,MO,Missouri,state,2014,6058014,48363,"U.S. Census Bureau, 2014 Population Estimate","U.S. Census Bureau, 2014 American Community Survey 1-Year Estimates"
30,MT,Montana,state,2014,1019931,46328,"U.S. Census Bureau, 2014 Population Estimate","U.S. Census Bureau, 2014 American Community Survey 1-Year Estimates"
31,NE,Nebraska,state,2014,1880920,52686,"U.S. Census Bureau, 2014 Population Estimate","U.S. Census Bureau, 2014 American Community Survey 1-Year Estimates"
32,NV,Nevada,state,2014,2831730,51450,"U.S. Census Bureau, 2014 Population Estimate","U.S. Census Bureau, 2014 American Community Survey 1-Year Estimates"
33,NH,New Hampshire,state,2014,1328684,66532,"U.S. Census Bureau, 2014 Population Estimate","U.S. Census Bureau, 2014 American Community Survey 1-Year Estimates"
34,NJ,New Jersey,state,2014,8943010,71919,"U.S. Census Bureau, 2014 Population Estimate","U.S. Census Bureau, 2014 American Community Survey 1-Year Estimates"
35,NM,New Mexico,state,2014,2083207,44803,"U.S. Census Bureau, 2014 Population Estimate","U.S. Census Bureau, 2014 American Community Survey 1-Year Estimates"
36,NY,New York,state,2014,19773580,58878,"U.S. Census Bureau, 2014 Population Estimate","U.S. Census Bureau, 2014 American Community Survey 1-Year Estimates"
37,NC,North Carolina,state,2014,9941160,46556,"U.S. Census Bureau, 2014 Population Estimate","U.S. Census Bureau, 2014 American Community Survey 1-Year Estimates"
38,ND,North Dakota,state,2014,738658,59029,"U.S. Census Bureau, 2014 Population Estimate","U.S. Census Bureau, 2014 American Community Survey 1-Year Estimates"
39,OH,Ohio,state,2014,11593741,49308,"U.S. Census Bureau, 2014 Population Estimate","U.S. Census Bureau, 2014 American Community Survey 1-Year Estimates"
40,OK,Oklahoma,state,2014,3875008,47529,"U.S. Census Bureau, 2014 Population Estimate","U.S. Census Bureau, 2014 American Community Survey 1-Year Estimates"
41,OR,Oregon,state,2014,3960673,51075,"U.S. Census Bureau, 2014 Population Estimate","U.S. Census Bureau, 2014 American Community Survey 1-Year Estimates"
42,PA,Pennsylvania,state,2014,12790341,53234,"U.S. Census Bureau, 2014 Population Estimate","U.S. Census Bureau, 2014 American Community Survey 1-Year Estimates"
44,RI,Rhode Island,state,2014,1054782,54891,"U.S. Census Bureau, 2014 Population Estimate","U.S. Census Bureau, 2014 American Community Survey 1-Year Estimates"
45,SC,South Carolina,state,2014,4824758,45238,"U.S. Census Bureau, 2014 Population Estimate","U.S. Census Bureau, 2014 American Community Survey 1-Year Estimates"
46,SD,South Dakota,state,2014,849455,50979,"U.S. Census Bureau, 2014 Population Estimate","U.S. Census Bureau, 2014 American Community Survey 1-Year Estimates"
47,TN,Tennessee,state,2014,6540007,44361,"U.S. Census Bureau, 2014 Population Estimate","U.S. Census Bureau, 2014 American Community Survey 1-Year Estimates"
48,TX,Texas,state,2014,26954436,53035,"U.S. Census Bureau, 2014 Population Estimate","U.S. Census Bureau, 2014 American Community Survey 1-Year Estimates"
49,UT,Utah,state,2014,2938671,60922,"U.S. Census Bureau, 2014 Population Estimate","U.S. Census Bureau, 2014 American Community Survey 1-Year Estimates"
50,VT,Vermont,state,2014,625665,54166,"U.S. Census Bureau, 2014 Population Estimate","U.S. Census Bureau, 2014 American Community Survey 1-Year Estimates"
51,VA,Virginia,state,2014,8316902,64902,"U.S. Census Bureau, 2014 Population Estimate","U.S. Census Bureau, 2014 American Community Survey 1-Year Estimates"
53,WA,Washington,state,2014,7046931,61366,"U.S. Census Bureau, 2014 Population Estimate","U.S. Census Bureau, 2014 American Community Survey 1-Year Estimates"
54,WV,West Virginia,state,2014,1847624,41059,"U.S. Census Bureau, 2014 Population Estimate","U.S. Census Bureau, 2014 American Community Survey 1-Year Estimates"
55,WI,Wisconsin,state,2014,5751272,52622,"U.S. Census Bureau, 2014 Population Estimate","U.S. Census Bureau, 2014 American Community Survey 1-Year Estimates"
56,WY,Wyoming,state,2014,583334,57055,"U.S. Census Bureau, 2014 Population Estimate","U.S. Census Bureau, 2014 American Community Survey 1-Year Estimates"
60,AS,American Samoa,territory,2014,55519,23892,"U.S. Census Bureau, 2010 Census","U.S. Census Bureau, 2010 Census"
66,GU,Guam,territory,2014,159358,48274,"U.S. Census Bureau, 2010 Census","U.S. Census Bureau, 2010 Census"
69,MP,Northern Mariana Islands,territory,2014,53883,19958,"U.S. Census Bureau, 2010 Census","U.S. Census Bureau, 2010 Census"
72,PR,Puerto Rico,territory,2014,3534874,18928,"U.S. Census Bureau, 2014 Population Estimate","U.S. Census Bureau, 2014 American Community Survey 1-Year Estimates"
78,VI,U.S. Virgin Islands,territory,2014,106405,37254,"U.S. Census Bureau, 2010 Census","U.S. Census Bureau, 2010 Census"
1,AL,Alabama,state,2015,4850858,44765,"U.S. Census Bureau, 2015 Population Estimate","U.S. Census Bureau, 2015 American Community Survey 1-Year Estimates"
2,AK,Alaska,state,2015,737979,73355,"U.S. Census Bureau, 2015 Population Estimate","U.S. Census Bureau, 2015 American Community Survey 1-Year Estimates"
4,AZ,Arizona,state,2015,6802262,51492,"U.S. Census Bureau, 2015 Population Estimate","U.S. Census Bureau, 2015 American Community Survey 1-Year Estimates"
5,AR,Arkansas,state,2015,2975626,41995,"U.S. Census Bureau, 2015 Population Estimate","U.S. Census Bureau, 2015 American Community Survey 1-Year Estimates"
6,CA,California,state,2015,39032444,64500,"U.S. Census Bureau, 2015 Population Estimate","U.S. Census Bureau, 2015 American Community Survey 1-Year Estimates"
8,CO,Colorado,state,2015,5440445,63909,"U.S. Census Bureau, 2015 Population Estimate","U.S. Census Bureau, 2015 American Community Survey 1-Year Estimates"
9,CT,Connecticut,state,2015,3593862,71346,"U.S. Census Bureau, 2015 Population Estimate","U.S. Census Bureau, 2015 American Community Survey 1-Year Estimates"
10,DE,Delaware,state,2015,944107,61255,"U.S. Census Bureau, 2015 Population Estimate","U.S. Census Bureau, 2015 American Community Survey 1-Year Estimates"
11,DC,District of Columbia,district,2015,672736,75628,"U.S. Census Bureau, 2015 Population Estimate","U.S. Census Bureau, 2015 American Community Survey 1-Year Estimates"
12,FL,Florida,state,2015,20268567,49426,"U.S. Census Bureau, 2015 Population Estimate","U.S. Census Bureau, 2015 American Community Survey 1-Year Estimates"
13,GA,Georgia,state,2015,10199533,51244,"U.S. Census Bureau, 2015 Population Estimate","U.S. Census Bureau, 2015 American Community Survey 1-Year Estimates"
15,HI,Hawaii,state,2015,1426320,73486,"U.S. Census Bureau, 2015 Population Estimate","U.S. Census Bureau, 2015 American Community Survey 1-Year Estimates"
16,ID,Idaho,state,2015,1649324,48275,"U.S. Census Bureau, 2015 Population Estimate","U.S. Census Bureau, 2015 American Community Survey 1-Year Estimates"
17,IL,Illinois,state,2015,12862051,59588,"U.S. Census Bureau, 2015 Population Estimate","U.S. Census Bureau, 2015 American Community Survey 1-Year Estimates"
18,IN,Indiana,state,2015,6610596,50532,"U.S. Census Bureau, 2015 Population Estimate","U.S. Census Bureau, 2015 American Community Survey 1-Year Estimates"
19,IA,Iowa,state,2015,3118473,54736,"U.S. Census Bureau, 2015 Population Estimate","U.S. Census Bureau, 2015 American Community Survey 1-Year Estimates"
20,KS,Kansas,state,2015,2905789,53906,"U.S. Census Bureau, 2015 Population Estimate","U.S. Census Bureau, 2015 American Community Survey 1-Year Estimates"
21,KY,Kentucky,state,2015,4422057,45215,"U.S. Census Bureau, 2015 Population Estimate","U.S. Census Bureau, 2015 American Community Survey 1-Year Estimates"
22,LA,Louisiana,state,2015,4671211,45727,"U.S. Census Bureau, 2015 Population Estimate","U.S. Census Bureau, 2015 American Community Survey 1-Year Estimates"
23,ME,Maine,state,2015,1327787,51494,"U.S. Census Bureau, 2015 Population Estimate","U.S. Census Bureau, 2015 American Community Survey 1-Year Estimates"
24,MD,Maryland,state,2015,6000561,75847,"U.S. Census Bureau, 2015 Population Estimate","U.S. Census Bureau, 2015 American Community Survey 1-Year Estimates"
25,MA,Massachusetts,state,2015,6794002,70628,"U.S. Census Bureau, 2015 Population Estimate","U.S. Census Bureau, 2015 American Community Survey 1-Year Estimates"
26,MI,Michigan,state,2015,9918170,51084,"U.S. Census Bureau, 2015 Population Estimate","U.S. Census Bureau, 2015 American Community Survey 1-Year Estimates"
27,MN,Minnesota,state,2015,5483238,63488,"U.S. Census Bureau, 2015 Population Estimate","U.S. Census Bureau, 2015 American Community Survey 1-Year Estimates"
28,MS,Mississippi,state,2015,2985297,40593,"U.S. Census Bureau, 2015 Population Estimate","U.S. Census Bureau, 2015 American Community Survey 1-Year Estimates"
29,MO,Missouri,state,2015,6072640,50238,"U.S. Census Bureau, 2015 Population Estimate","U.S. Census Bureau, 2015 American Community Survey 1-Year Estimates"
30,MT,Montana,state,2015,1028317,49509,"U.S. Census Bureau, 2015 Population Estimate","U.S. Census Bureau, 2015 American Community Survey 1-Year Estimates"
31,NE,Nebraska,state,2015,1893564,54996,"U.S. Census Bureau, 2015 Population Estimate","U.S. Census Bureau, 2015 American Community Survey 1-Year Estimates"
32,NV,Nevada,state,2015,2883057,52431,"U.S. Census Bureau, 2015 Population Estimate","U.S. Census Bureau, 2015 American Community Survey 1-Year Estimates"
33,NH,New Hampshire,state,2015,1330134,70303,"U.S. Census Bureau, 2015 Population Estimate","U.S. Census Bureau, 2015 American Community Survey 1-Year Estimates"
34,NJ,New Jersey,state,2015,8960001,72222,"U.S. Census Bureau, 2015 Population Estimate","U.S. Census Bureau, 2015 American Community Survey 1-Year Estimates"
35,NM,New Mexico,state,2015,2082264,45382,"U.S. Census Bureau, 2015 Population Estimate","U.S. Census Bureau, 2015 American Community Survey 1-Year Estimates"
36,NY,New York,state,2015,19819347,60850,"U.S. Census Bureau, 2015 Population Estimate","U.S. Census Bureau, 2015 American Community Survey 1-Year Estimates"
37,NC,North Carolina,state,2015,10041769,47830,"U.S. Census Bureau, 2015 Population Estimate","U.S. Census Bureau, 2015 American Community Survey 1-Year Estimates"
38,ND,North Dakota,state,2015,754859,60557,"U.S. Census Bureau, 2015 Population Estimate","U.S. Census Bureau, 2015 American Community Survey 1-Year Estimates"
39,OH,Ohio,state,2015,11606027,51075,"U.S. Census Bureau, 2015 Population Estimate","U.S. Census Bureau, 2015 American Community Survey 1-Year Estimates"
40,OK,Oklahoma,state,2015,3904353,48568,"U.S. Census Bureau, 2015 Population Estimate","U.S. Census Bureau, 2015 American Community Survey 1-Year Estimates"
41,OR,Oregon,state,2015,4016537,54148,"U.S. Census Bureau, 2015 Population Estimate","U.S. Census Bureau, 2015 American Community Survey 1-Year Estimates"
42,PA,Pennsylvania,state,2015,12791124,55702,"U.S. Census Bureau, 2015 Population Estimate","U.S. Census Bureau, 2015 American Community Survey 1-Year Estimates"
44,RI,Rhode Island,state,2015,1055916,58073,"U.S. Census Bureau, 2015 Population Estimate","U.S. Census Bureau, 2015 American Community Survey 1-Year Estimates"
45,SC,South Carolina,state,2015,4892423,47238,"U.S. Census Bureau, 2015 Population Estimate","U.S. Census Bureau, 2015 American Community Survey 1-Year Estimates"
46,SD,South Dakota,state,2015,854036,53017,"U.S. Census Bureau, 2015 Population Estimate","U.S. Census Bureau, 2015 American Community Survey 1-Year Estimates"
47,TN,Tennessee,state,2015,6590726,47275,"U.S. Census Bureau, 2015 Population Estimate","U.S. Census Bureau, 2015 American Community Survey 1-Year Estimates"
48,TX,Texas,state,2015,27454880,55653,"U.S. Census Bureau, 2015 Population Estimate","U.S. Census Bureau, 2015 American Community Survey 1-Year Estimates"
49,UT,Utah,state,2015,2984917,62912,"U.S. Census Bureau, 2015 Population Estimate","U.S. Census Bureau, 2015 American Community Survey 1-Year Estimates"
50,VT,Vermont,state,2015,624455,56990,"U.S. Census Bureau, 2015 Population Estimate","U.S. Census Bureau, 2015 American Community Survey 1-Year Estimates"
51,VA,Virginia,state,2015,8366767,66262,"U.S. Census Bureau, 2015 Population Estimate","U.S. Census Bureau, 2015 American Community Survey 1-Year Estimates"
53,WA,Washington,state,2015,7152818,64129,"U.S. Census Bureau, 2015 Population Estimate","U.S. Census Bureau, 2015 American Community Survey 1-Year Estimates"
54,WV,West Virginia,state,2015,1839767,42019,"U.S. Census Bureau, 2015 Population Estimate","U.S. Census Bureau, 2015 American Community Survey 1-Year Estimates"
55,WI,Wisconsin,state,2015,5759744,55638,"U.S. Census Bureau, 2015 Population Estimate","U.S. Census Bureau, 2015 American Community Survey 1-Year Estimates"
56,WY,Wyoming,state,2015,586102,60214,"U.S. Census Bureau, 2015 Population Estimate","U.S. Census Bureau, 2015 American Community Survey 1-Year Estimates"
60,AS,American Samoa,territory,2015,55519,23892,"U.S. Census Bureau, 2010 Census","U.S. Census Bureau, 2010 Census"
66,GU,Guam,territory,2015,159358,48274,"U.S. Census Bureau, 2010 Census","U.S. Census Bureau, 2010 Census"
69,MP,Northern Mariana Islands,territory,2015,53883,19958,"U.S. Census Bureau, 2010 Census","U.S. Census Bureau, 2010 Census"
72,PR,Puerto Rico,territory,2015,3473177,18626,"U.S. Census Bureau, 2015 Population Estimate","U.S. Census Bureau, 2015 American Community Survey 1-Year Estimates"
78,VI,U.S. Virgin Islands,territory,2015,106405,37254,"U.S. Census Bureau, 2010 Census","U.S. Census Bureau, 2010 Census"
1,AL,Alabama,state,2016,4860545,46257,"U.S. Census Bureau, 2016 Population Estimate","U.S. Census Bureau, 2016 American Community Survey 1-Year Estimates"
2,AK,Alaska,state,2016,741522,76440,"U.S. Census Bureau, 2016 Population Estimate","U.S. Census Bureau, 2016 American Community Survey 1-Year Estimates"
4,AZ,Arizona,state,2016,6908642,53558,"U.S. Census Bureau, 2016 Population Estimate","U.S. Census Bureau, 2016 American Community Survey 1-Year Estimates"
5,AR,Arkansas,state,2016,2988231,44334,"U.S. Census Bureau, 2016 Population Estimate","U.S. Census Bureau, 2016 American Community Survey 1-Year Estimates"
6,CA,California,state,2016,39296476,67739,"U.S. Census Bureau, 2016 Population Estimate","U.S. Census Bureau, 2016 American Community Survey 1-Year Estimates"
8,CO,Colorado,state,2016,5530105,65685,"U.S. Census Bureau, 2016 Population Estimate","U.S. Census Bureau, 2016 American Community Survey 1-Year Estimates"
9,CT,Connecticut,state,2016,3587685,73433,"U.S. Census Bureau, 2016 Population Estimate","U.S. Census Bureau, 2016 American Community Survey 1-Year Estimates"
10,DE,Delaware,state,2016,952698,61757,"U.S. Census Bureau, 2016 Population Estimate","U.S. Census Bureau, 2016 American Community Survey 1-Year Estimates"
11,DC,District of Columbia,district,2016,684336,75506,"U.S. Census Bureau, 2016 Population Estimate","U.S. Census Bureau, 2016 American Community Survey 1-Year Estimates"
12,FL,Florida,state,2016,20656589,50860,"U.S. Census Bureau, 2016 Population Estimate","U.S. Census Bureau, 2016 American Community Survey 1-Year Estimates"
13,GA,Georgia,state,2016,10313620,53559,"U.S. Census Bureau, 2016 Population Estimate","U.S. Census Bureau, 2016 American Community Survey 1-Year Estimates"
15,HI,Hawaii,state,2016,1428683,74511,"U.S. Census Bureau, 2016 Population Estimate","U.S. Census Bureau, 2016 American Community Survey 1-Year Estimates"
16,ID,Idaho,state,2016,1680026,51807,"U.S. Census Bureau, 2016 Population Estimate","U.S. Census Bureau, 2016 American Community Survey 1-Year Estimates"
17,IL,Illinois,state,2016,12835726,60960,"U.S. Census Bureau, 2016 Population Estimate","U.S. Census Bureau, 2016 American Community Survey 1-Year Estimates"
18,IN,Indiana,state,2016,6634007,52314,"U.S. Census Bureau, 2016 Population Estimate","U.S. Census Bureau, 2016 American Community Survey 1-Year Estimates"
19,IA,Iowa,state,2016,3130869,56247,"U.S. Census Bureau, 2016 Population Estimate","U.S. Census Bureau, 2016 American Community Survey 1-Year Estimates"
20,KS,Kansas,state,2016,2907731,54935,"U.S. Census Bureau, 2016 Population Estimate","U.S. Census Bureau, 2016 American Community Survey 1-Year Estimates"
21,KY,Kentucky,state,2016,4436113,46659,"U.S. Census Bureau, 2016 Population Estimate","U.S. Census Bureau, 2016 American Community Survey 1-Year Estimates"
22,LA,Louisiana,state,2016,4686157,45146,"U.S. Census Bureau, 2016 Population Estimate","U.S. Census Bureau, 2016 American Community Survey 1-Year Estimates"
23,ME,Maine,state,2016,1330232,53079,"U.S. Census Bureau, 2016 Population Estimate","U.S. Census Bureau, 2016 American Community Survey 1-Year Estimates"
24,MD,Maryland,state,2016,6024752,78945,"U.S. Census Bureau, 2016 Population Estimate","U.S. Census Bureau, 2016 American Community Survey 1-Year Estimates"
25,MA,Massachusetts,state,2016,6823721,75297,"U.S. Census Bureau, 2016 Population Estimate","U.S. Census Bureau, 2016 American Community Survey 1-Year Estimates"
26,MI,Michigan,state,2016,9933445,52492,"U.S. Census Bureau, 2016 Population Estimate","U.S. Census Bureau, 2016 American Community Survey 1-Year Estimates"
27,MN,Minnesota,state,2016,5525050,65599,"U.S. Census Bureau, 2016 Population Estimate","U.S. Census Bureau, 2016 American Community Survey 1-Year Estimates"
28,MS,Mississippi,state,2016,2985415,41754,"U.S. Census Bureau, 2016 Population Estimate","U.S. Census Bureau, 2016 American Community Survey 1-Year Estimates"
29,MO,Missouri,state,2016,6091176,51746,"U.S. Census Bureau, 2016 Population Estimate","U.S. Census Bureau, 2016 American Community Survey 1-Year Estimates"
30,MT,Montana,state,2016,1038656,50027,"U.S. Census Bureau, 2016 Population Estimate","U.S. Census Bureau, 2016 American Community Survey 1-Year Estimates"
31,NE,Nebraska,state,2016,1907603,56927,"U.S. Census Bureau, 2016 Population Estimate","U.S. Census Bureau, 2016 American Community Survey 1-Year Estimates"
